"","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"1113","Subject247","num1","negative",398.666666666667,51.1847515172125,501.036169701092,296.297163632242,0,0,"Subject247","num2","negative",410.166666666667,61.417843621797,533.002353910261,287.330979423073,0,0,"Subject247","num1","positive",390,49.9822190606042,489.964438121208,290.035561878792,0,0,"Subject247","num2","positive",354.166666666667,28.87853349756,411.923733661787,296.409599671547,0,0,"Subject247","num1","suicide",407.333333333333,73.3625286236823,554.058390580698,260.608276085969,0,0,"Subject247","num2","suicide",407.833333333333,131.211718804058,670.256770941449,145.409895725218,2,0,"Subject247","num1","neutral",433.833333333333,46.2774897828962,526.388312899126,341.278353767541,0,0,"Subject247","num2","neutral",404,48.8150498402807,501.630099680561,306.369900319439,0,0
"1121","Subject248","num1","negative",365.2,48.6090983710297,462.418196742059,267.981803257941,0,0,"Subject248","num2","negative",409,37.3392852398412,483.678570479682,334.321429520318,0,0,"Subject248","num1","positive",387.4,56.0420477062635,499.484095412527,275.315904587473,0,0,"Subject248","num2","positive",377.8,24.5257234574459,426.851446914892,328.748553085108,0,0,"Subject248","num1","suicide",416.666666666667,117.675465376242,652.017597419151,181.315735914182,0,0,"Subject248","num2","suicide",414.333333333333,45.0440861486799,504.421505630693,324.245161035974,0,0,"Subject248","num1","neutral",357.166666666667,52.8717716974213,462.910210061509,251.423123271824,0,0,"Subject248","num2","neutral",342.5,33.2524776930573,409.004955386115,275.995044613885,0,0
"1129","Subject249","num1","negative",452.666666666667,42.5661695232116,537.79900571309,367.534327620244,0,0,"Subject249","num2","negative",453,42.0692070500287,537.138414100057,368.861585899943,0,0,"Subject249","num1","positive",427.5,14.5695822614352,456.63916452287,398.36083547713,0,0,"Subject249","num2","positive",416.666666666667,14.5435604827412,445.753787632149,387.579545701184,2,0,"Subject249","num1","suicide",587.166666666667,311.807875967159,1210.78241860099,-36.4490852676523,2,0,"Subject249","num2","suicide",411.5,20.3313461522752,452.16269230455,370.83730769545,0,0,"Subject249","num1","neutral",445,38.9078164617109,522.815632923422,367.184367076578,0,0,"Subject249","num2","neutral",424.5,16.2116680763635,456.923336152727,392.076663847273,0,0
"1137","Subject25","num1","negative",478.5,74.820390997982,628.140781995964,328.859218004036,0,0,"Subject25","num2","negative",546.166666666667,190.440080451632,927.046827569932,165.286505763402,0,0,"Subject25","num1","positive",438.5,29.062628298837,496.625256597674,380.374743402326,0,0,"Subject25","num2","positive",417,49.7102716861527,516.420543372305,317.579456627695,0,0,"Subject25","num1","suicide",400,41.0764254441976,482.152850888395,317.847149111605,0,0,"Subject25","num2","suicide",417,19.9180137746532,456.836027549306,377.163972450694,2,0,"Subject25","num1","neutral",420.2,64.5786342376486,549.357268475297,291.042731524703,0,0,"Subject25","num2","neutral",429.833333333333,83.647347763565,597.128028860463,262.538637806203,0,0
"1145","Subject250","num1","negative",430,19.7427905266145,469.485581053229,390.514418946771,0,0,"Subject250","num2","negative",446.833333333333,46.7776818060869,540.388696945507,353.277969721159,0,0,"Subject250","num1","positive",456.166666666667,62.7474495437259,581.661565754118,330.671767579215,0,0,"Subject250","num2","positive",502.666666666667,27.8023325814525,558.271331829572,447.062001503762,0,0,"Subject250","num1","suicide",470.666666666667,65.74514615106,602.156958968787,339.176374364547,0,0,"Subject250","num2","suicide",519.666666666667,43.4246124875855,606.515891641838,432.817441691496,0,0,"Subject250","num1","neutral",470,25.0454132981017,520.090826596203,419.909173403797,0,0,"Subject250","num2","neutral",593.5,151.988935003955,897.477870007909,289.522129992091,0,0
"1153","Subject251","num1","negative",837.833333333333,319.728530683975,1477.29039470128,198.376271965384,0,0,"Subject251","num2","negative",858.666666666667,101.484735380014,1061.6361374267,655.697195906638,0,0,"Subject251","num1","positive",599.333333333333,168.484870285588,936.30307390451,262.363592762157,0,0,"Subject251","num2","positive",793.333333333333,108.724282922306,1010.78189917795,575.884767488721,0,0,"Subject251","num1","suicide",693.8,255.854472525127,1205.50894505025,182.091054949745,0,0,"Subject251","num2","suicide",752.5,119.617192440187,991.734384880374,513.265615119626,0,0,"Subject251","num1","neutral",762.6,201.545804002741,1165.69160800548,359.508391994519,0,0,"Subject251","num2","neutral",749,105.924501414923,960.849002829846,537.150997170154,0,0
"1161","Subject252","num1","negative",516.333333333333,95.2235010463024,706.780335425938,325.886331240729,0,0,"Subject252","num2","negative",565.166666666667,149.139857079511,863.446380825689,266.886952507645,0,0,"Subject252","num1","positive",578.5,164.80374002817,908.107480056341,248.892519943659,0,0,"Subject252","num2","positive",504,81.4460222813524,666.892044562705,341.107955437295,0,0,"Subject252","num1","suicide",506.833333333333,151.687977190819,810.209287714971,203.457378951695,0,0,"Subject252","num2","suicide",648.166666666667,295.424758405229,1239.01618347712,57.3171498562087,2,0,"Subject252","num1","neutral",494.333333333333,88.2695595973785,670.87245252809,317.794214138576,0,0,"Subject252","num2","neutral",635.5,374.632789905965,1384.76557981193,-113.765579811931,2,0
"1169","Subject253","num1","negative",416.833333333333,70.8658570608562,558.565047455046,275.101619211621,0,0,"Subject253","num2","negative",414.5,33.7786915081091,482.057383016218,346.942616983782,0,0,"Subject253","num1","positive",442,49.9636231308703,541.927246261741,342.072753738259,0,0,"Subject253","num2","positive",417.5,28.7923600977759,475.084720195552,359.915279804448,0,0,"Subject253","num1","suicide",491.166666666667,87.1725909105644,665.511848487795,316.821484845538,0,0,"Subject253","num2","suicide",497,73.1512891965077,643.302578393015,350.697421606985,0,0,"Subject253","num1","neutral",448.333333333333,156.332590293511,760.998513920355,135.668152746311,0,0,"Subject253","num2","neutral",411.833333333333,81.8189057207033,575.47114477474,248.195521891927,0,0
"1177","Subject254","num1","negative",837.666666666667,347.093210780184,1531.85308822703,143.480245106299,0,0,"Subject254","num2","negative",905.666666666667,368.859503515001,1643.38567369667,167.947659636664,2,0,"Subject254","num1","positive",806,311.332619556641,1428.66523911328,183.334760886719,2,0,"Subject254","num2","positive",842.166666666667,281.69772107812,1405.56210882291,278.771224510427,0,0,"Subject254","num1","suicide",860.666666666667,333.218828817922,1527.10432430251,194.229009030822,0,0,"Subject254","num2","suicide",739,91.9406923461582,922.881384692316,555.118615307684,0,0,"Subject254","num1","neutral",686.666666666667,151.034814369122,988.736295404911,384.597037928423,0,0,"Subject254","num2","neutral",1026,163.668178725349,1353.3363574507,698.663642549302,0,0
"1185","Subject255","num1","negative",499.166666666667,102.953505245932,705.073677158532,293.259656174802,0,0,"Subject255","num2","negative",603.5,224.691101090121,1052.88220218024,154.117797819758,0,0,"Subject255","num1","positive",523.5,204.11204587855,931.7240917571,115.2759082429,2,0,"Subject255","num2","positive",610.333333333333,146.998660063982,904.330653461297,316.33601320537,0,0,"Subject255","num1","suicide",443.6,48.3717089032652,540.34341780653,346.85658219347,0,0,"Subject255","num2","suicide",501.333333333333,122.041225026876,745.415783387086,257.250883279581,0,0,"Subject255","num1","neutral",538.166666666667,128.509520930151,795.185708526969,281.147624806364,0,0,"Subject255","num2","neutral",582.833333333333,125.652358320547,834.138049974428,331.528616692239,0,0
"1193","Subject256","num1","negative",486,44.407206622349,574.814413244698,397.185586755302,0,0,"Subject256","num2","negative",483.5,43.9452138256468,571.390427651294,395.609572348706,0,0,"Subject256","num1","positive",460.166666666667,64.2025676820616,588.57180203079,331.761531302544,0,0,"Subject256","num2","positive",486.5,28.7354706369545,543.970941273909,429.029058726091,0,0,"Subject256","num1","suicide",506.833333333333,116.121279338248,739.07589200983,274.590774656837,0,0,"Subject256","num2","suicide",516.666666666667,96.1280711374469,708.922808941561,324.410524391773,0,0,"Subject256","num1","neutral",500.833333333333,45.2806065919322,591.394546517198,410.272120149469,0,0,"Subject256","num2","neutral",463.833333333333,86.7607298403157,637.354793013965,290.311873652702,0,0
"1201","Subject257","num1","negative",885.2,403.595727320187,1692.39145464037,78.0085453596251,0,0,"Subject257","num2","negative",1019.66666666667,236.093715342536,1491.85409735174,547.479235981595,0,0,"Subject257","num1","positive",742.833333333333,223.580302162672,1189.99393765868,295.67272900799,0,0,"Subject257","num2","positive",1088.5,363.352946370831,1815.20589274166,361.794107258339,0,0,"Subject257","num1","suicide",876.4,260.413858651528,1397.22771730306,355.572282696945,0,0,"Subject257","num2","suicide",1014.66666666667,265.960124602896,1546.58691587246,482.746417460875,0,0,"Subject257","num1","neutral",825.8,265.957724292999,1357.715448586,293.884551414001,0,0,"Subject257","num2","neutral",1021.66666666667,260.550233625733,1542.76713391813,500.5661994152,0,0
"1209","Subject258","num1","negative",600.166666666667,71.4891388232994,743.144944313265,457.188389020068,0,0,"Subject258","num2","negative",572,68.2961465703859,708.592293140772,435.407706859228,0,0,"Subject258","num1","positive",538.166666666667,39.2679219843589,616.702510635384,459.630822697949,0,0,"Subject258","num2","positive",492.333333333333,11.6254683841777,515.584270101689,469.082396564978,0,0,"Subject258","num1","suicide",570.5,57.5081021959673,685.516204391935,455.483795608065,0,0,"Subject258","num2","suicide",556.5,133.776951405213,824.053902810426,288.946097189574,0,0,"Subject258","num1","neutral",548,52.1361853052352,652.27237061047,443.72762938953,0,0,"Subject258","num2","neutral",540.166666666667,136.969029899153,814.104726464973,266.22860686836,0,0
"1217","Subject259","num1","negative",536.666666666667,99.6387414005154,735.944149467698,337.389183865636,0,0,"Subject259","num2","negative",604.833333333333,109.760759119205,824.354851571744,385.311815094923,0,0,"Subject259","num1","positive",608.833333333333,107.584075649388,824.00148463211,393.665182034556,0,0,"Subject259","num2","positive",635.666666666667,141.734279765363,919.135226197392,352.198107135942,0,0,"Subject259","num1","suicide",520.5,83.9539917292366,688.407983458473,352.592016541527,0,0,"Subject259","num2","suicide",558.166666666667,175.268538551734,908.703743770134,207.629589563199,0,0,"Subject259","num1","neutral",590,109.471457467232,808.942914934464,371.057085065536,0,0,"Subject259","num2","neutral",561,93.2152933219164,747.430586643833,374.569413356167,0,0
"1225","Subject26","num1","negative",517.550135501355,32.4122277354561,582.374590972267,452.725680030443,0,0,"Subject26","num2","negative",515.970666666667,31.1273336789514,578.22533402457,453.715999308764,1,0,"Subject26","num1","positive",515.455470737914,31.9145651101209,579.284600958155,451.626340517672,0,0,"Subject26","num2","positive",514.900763358779,32.305664260209,579.512091879197,450.289434838361,0,0,"Subject26","num1","suicide",516.712765957447,32.0361037465921,580.784973450631,452.640558464263,0,0,"Subject26","num2","suicide",498.671916010499,82.4841928955787,663.640301801656,333.703530219341,0,12,"Subject26","num1","neutral",514.798969072165,30.652015357005,576.102999786175,453.494938358155,5,0,"Subject26","num2","neutral",512.872282608696,30.513185486089,573.898653580874,451.845911636518,9,0
"1233","Subject260","num1","negative",479.166666666667,74.3711006107924,627.908867888252,330.424465445082,0,0,"Subject260","num2","negative",509.666666666667,140.70041243936,791.067491545387,228.265841787946,2,0,"Subject260","num1","positive",473.166666666667,32.1101324516204,537.386931569907,408.946401763426,0,0,"Subject260","num2","positive",593.166666666667,195.03604950383,983.238765674328,203.094567659006,0,0,"Subject260","num1","suicide",427.5,50.1298314379771,527.759662875954,327.240337124046,0,0,"Subject260","num2","suicide",476.833333333333,48.8426663953358,574.518666124005,379.148000542662,0,0,"Subject260","num1","neutral",441.833333333333,20.2297410819423,482.292815497218,401.373851169449,0,0,"Subject260","num2","neutral",482.5,42.188968829649,566.877937659298,398.122062340702,0,0
"1241","Subject261","num1","negative",578,144.225833015764,866.451666031527,289.548333968473,0,0,"Subject261","num2","negative",529,128.945372506768,786.890745013535,271.109254986465,0,0,"Subject261","num1","positive",648.833333333333,107.644898822119,864.123130977571,433.543535689095,0,0,"Subject261","num2","positive",604.333333333333,161.909814028637,928.152961390608,280.513705276059,0,0,"Subject261","num1","suicide",722,224.946862412195,1171.89372482439,272.10627517561,0,0,"Subject261","num2","suicide",644.5,144.367901242246,933.235802484492,355.764197515508,0,0,"Subject261","num1","neutral",681.666666666667,179.087248078255,1039.84116282318,323.492170510157,0,0,"Subject261","num2","neutral",520.5,104.158533015783,728.817066031566,312.182933968434,0,0
"1249","Subject262","num1","negative",451.5,149.566342835181,750.632685670362,152.367314329638,2,0,"Subject262","num2","negative",562.5,77.2004474786843,716.900894957369,408.099105042631,0,0,"Subject262","num1","positive",570.166666666667,121.370082679781,812.906832026229,327.426501307104,0,0,"Subject262","num2","positive",669.4,335.480153411991,1340.36030682398,-1.56030682398296,0,0,"Subject262","num1","suicide",468,163.793661771033,795.587323542067,140.412676457934,2,0,"Subject262","num2","suicide",515.166666666667,153.898923933466,822.964514533599,207.368818799734,0,0,"Subject262","num1","neutral",437.666666666667,139.357834586384,716.382335839435,158.950997493898,0,0,"Subject262","num2","neutral",430.666666666667,133.440714335709,697.548095338084,163.785237995249,2,0
"1257","Subject264","num1","negative",565.4,49.4979236377087,664.395847275418,466.404152724583,0,0,"Subject264","num2","negative",512.4,115.976242777945,744.35248555589,280.44751444411,0,0,"Subject264","num1","positive",458.333333333333,53.8167485476633,565.96683042866,350.699836238007,0,0,"Subject264","num2","positive",509.833333333333,142.361149790584,794.5556329145,225.111033752166,2,0,"Subject264","num1","suicide",481.4,96.7714374756886,674.942874951377,287.857125048623,0,0,"Subject264","num2","suicide",484,42.9672179478939,569.934435895788,398.065564104212,0,0,"Subject264","num1","neutral",524.833333333333,183.240940906344,891.315215146022,158.351451520644,0,0,"Subject264","num2","neutral",502,35.9595732606897,573.919146521379,430.080853478621,0,0
"1265","Subject265","num1","negative",990.833333333333,209.357820416857,1409.54897416705,572.117692499619,2,0,"Subject265","num2","negative",1002,490.304213955196,1982.60842791039,21.3915720896088,0,0,"Subject265","num1","positive",917,405.171119853867,1727.34223970773,106.657760292267,2,0,"Subject265","num2","positive",835.5,206.153296888946,1247.80659377789,423.193406222108,2,0,"Subject265","num1","suicide",1357.8,295.745686546923,1949.29137309385,766.308626906153,0,0,"Subject265","num2","suicide",954.166666666667,366.197868355181,1686.56240337703,221.770929956304,0,0,"Subject265","num1","neutral",835.166666666667,140.994412096452,1117.15549085957,553.177842473762,0,0,"Subject265","num2","neutral",865.833333333333,204.037801013499,1273.90893536033,457.757731306335,0,0
"1273","Subject266","num1","negative",368.666666666667,55.0195557520371,478.705778170741,258.627555162593,0,0,"Subject266","num2","negative",371.5,50.3505890549636,472.201178109927,270.798821890073,2,0,"Subject266","num1","positive",362.666666666667,106.447881684661,575.562430035988,149.770903297345,2,0,"Subject266","num2","positive",344,52.9699743422458,449.939948684492,238.060051315508,2,0,"Subject266","num1","suicide",365.5,72.6955044252144,510.891008850429,220.108991149571,0,0,"Subject266","num2","suicide",375.333333333333,62.7017954409214,500.736924215176,249.929742451491,0,0,"Subject266","num1","neutral",330.5,36.4354971771411,403.370994354282,257.629005645718,0,0,"Subject266","num2","neutral",345.666666666667,37.3565944849788,420.379855636624,270.953477696709,0,0
"1281","Subject267","num1","negative",475.166666666667,159.268117755354,793.702902177375,156.630431155959,0,0,"Subject267","num2","negative",438.166666666667,45.6923175029225,529.551301672512,346.782031660822,2,0,"Subject267","num1","positive",473,60.4919228267107,593.983845653421,352.016154346579,0,0,"Subject267","num2","positive",356.6,50.7613151042318,458.122630208464,255.077369791536,0,0,"Subject267","num1","suicide",421.833333333333,104.786218154639,631.405769642611,212.260897024056,0,0,"Subject267","num2","suicide",443.4,167.901558460109,779.203116920218,107.596883079782,0,0,"Subject267","num1","neutral",547.8,84.6887110409515,717.177422081903,378.422577918097,0,0,"Subject267","num2","neutral",411.333333333333,49.8531175889064,511.039568511146,311.62709815552,0,0
"1289","Subject268","num1","negative",621,47.5394572960189,716.078914592038,525.921085407962,0,0,"Subject268","num2","negative",490.333333333333,42.7962048728056,575.925743078945,404.740923587722,0,0,"Subject268","num1","positive",498.5,75.9587208470974,650.417441694195,346.582558305805,0,0,"Subject268","num2","positive",480.833333333333,69.5215248987134,619.87638313076,341.790283535907,0,0,"Subject268","num1","suicide",475.5,30.8412356785817,537.182471357163,413.817528642837,0,0,"Subject268","num2","suicide",682.666666666667,220.844385086518,1124.3554368397,240.97789649363,0,0,"Subject268","num1","neutral",456.166666666667,58.1453247293262,572.457316125319,339.876017208014,0,0,"Subject268","num2","neutral",621.833333333333,139.401860776242,900.637054885818,343.029611780849,0,0
"1297","Subject269","num1","negative",410.5,93.3785063842074,597.257012768415,223.742987231585,0,0,"Subject269","num2","negative",553,216.694170748462,986.388341496924,119.611658503076,2,0,"Subject269","num1","positive",420.833333333333,71.4891388232994,563.811610979932,277.855055686735,0,0,"Subject269","num2","positive",402.333333333333,52.7417952832189,507.816923899771,296.849742766896,0,0,"Subject269","num1","suicide",451.5,83.3519373172901,618.20387463458,284.79612536542,2,0,"Subject269","num2","suicide",443.333333333333,97.2936822515245,637.920697836382,248.745968830284,0,0,"Subject269","num1","neutral",474.833333333333,68.631868205181,612.097069743695,337.569596922971,0,0,"Subject269","num2","neutral",407,40.8989886516436,488.797977303287,325.202022696713,0,0
"1305","Subject27","num1","negative",472,82.7877900527498,637.5755801055,306.4244198945,0,0,"Subject27","num2","negative",505.5,79.3215550207451,664.14311004149,346.85688995851,0,0,"Subject27","num1","positive",528,39.208842540087,606.417685080174,449.582314919826,0,0,"Subject27","num2","positive",528.666666666667,120.917201824098,770.501070314863,286.83226301847,0,0,"Subject27","num1","suicide",554.5,188.903775408636,932.307550817272,176.692449182728,2,0,"Subject27","num2","suicide",525.333333333333,97.8118168482291,720.956967029792,329.709699636875,0,0,"Subject27","num1","neutral",569.666666666667,102.02079407769,773.708254822047,365.625078511287,0,0,"Subject27","num2","neutral",600,119.468520007269,838.937040014538,361.062959985462,0,0
"1313","Subject270","num1","negative",469.833333333333,31.2841328743018,532.401599081937,407.26506758473,0,0,"Subject270","num2","negative",504.166666666667,91.7217465374422,687.610159741551,320.723173591782,0,0,"Subject270","num1","positive",474.5,91.2892505869518,657.078501173904,291.921498826096,2,0,"Subject270","num2","positive",528.666666666667,91.569480161076,711.805626988819,345.527706344515,0,0,"Subject270","num1","suicide",544.166666666667,104.325394218224,752.817455103115,335.515878230218,0,0,"Subject270","num2","suicide",528.833333333333,61.6807518721615,652.194837077656,405.47182958901,0,0,"Subject270","num1","neutral",560.166666666667,211.963475984697,984.09361863606,136.239714697273,0,0,"Subject270","num2","neutral",440,50.1887347012165,540.377469402433,339.622530597567,0,0
"1321","Subject271","num1","negative",593.166666666667,140.858945133926,874.884556934519,311.448776398814,0,0,"Subject271","num2","negative",578.5,101.865776213782,782.231552427564,374.768447572436,0,0,"Subject271","num1","positive",586.333333333333,119.790220676385,825.913774686103,346.752891980564,0,0,"Subject271","num2","positive",507.333333333333,47.8393777196784,603.01208877269,411.654577893977,0,2,"Subject271","num1","suicide",654,140.616822994587,935.233645989173,372.766354010827,2,0,"Subject271","num2","suicide",557.833333333333,82.4960972446943,722.825527822722,392.841138843945,2,0,"Subject271","num1","neutral",652.666666666667,209.053857059647,1070.77438078596,234.558952547373,0,0,"Subject271","num2","neutral",641.5,202.956108107595,1047.41221621519,235.58778378481,0,0
"1329","Subject272","num1","negative",532.2,250.126545750124,1032.45309150025,31.946908499752,0,0,"Subject272","num2","negative",598,185.323500938224,968.647001876448,227.352998123552,0,0,"Subject272","num1","positive",491.6,75.9315481206593,643.463096241319,339.736903758681,0,0,"Subject272","num2","positive",504.5,39.4280538268303,583.356107653661,425.643892346339,0,0,"Subject272","num1","suicide",530.8,254.382389327563,1039.56477865513,22.0352213448733,0,0,"Subject272","num2","suicide",535.666666666667,109.106675628335,753.880017923336,317.453315409997,0,0,"Subject272","num1","neutral",521.666666666667,164.596108058115,850.858882782897,192.474450550436,0,0,"Subject272","num2","neutral",571.75,176.569492592253,924.888985184506,218.611014815494,0,0
"1337","Subject273","num1","negative",425.166666666667,59.8313285728127,544.829323812292,305.504009521041,0,0,"Subject273","num2","negative",463.333333333333,44.0192795226929,551.371892378719,375.294774287948,0,0,"Subject273","num1","positive",400.5,55.4477641159186,511.395528231837,289.604471768163,0,0,"Subject273","num2","positive",416,23.2144155840523,462.428831168105,369.571168831895,0,0,"Subject273","num1","suicide",566.8,152.505591882906,871.811183765812,261.788816234187,0,0,"Subject273","num2","suicide",432.25,34.170789530575,500.59157906115,363.90842093885,0,0,"Subject273","num1","neutral",404.833333333333,37.7523830273325,480.338099387998,329.328567278668,0,2,"Subject273","num2","neutral",453.833333333333,70.8427622957841,595.518857924902,312.147808741765,0,0
"1345","Subject274","num1","negative",671.6,212.97428118072,1097.54856236144,245.65143763856,0,0,"Subject275","num2","negative",430.333333333333,50.7208641547644,531.775061642862,328.891605023805,2,0,"Subject274","num1","positive",603.75,199.822599894435,1003.39519978887,204.10480021113,0,0,"Subject275","num2","positive",418.833333333333,29.197862105215,477.229057543763,360.437609122903,0,0,"Subject274","num1","suicide",544.166666666667,253.667224146244,1051.50111495915,36.8322183741794,1,0,"Subject275","num2","suicide",443.5,45.020197487552,533.540394975104,353.459605024896,0,0,"Subject274","num1","neutral",632.222222222222,274.638752626872,1181.49972747597,82.9447169684772,1,0,"Subject275","num2","neutral",416.166666666667,46.3049836966985,508.776634060064,323.55669927327,2,0
"1349","Subject275","num1","negative",423.833333333333,75.9555292539156,575.744391841164,271.922274825502,2,0,"Subject276","num2","negative",552.5,185.383876909999,923.267753819999,181.732246180001,0,0,"Subject275","num1","positive",407.2,34.6050734880178,476.410146976036,337.989853023964,0,0,"Subject276","num2","positive",523,106.576477022584,736.152954045169,309.847045954831,0,0,"Subject275","num1","suicide",397.666666666667,31.8557354143313,461.378137495329,333.955195838004,0,0,"Subject276","num2","suicide",538.166666666667,127.268387371894,792.703441410454,283.629891922879,0,0,"Subject275","num1","neutral",398.166666666667,31.2143129562919,460.59529257925,335.738040754083,0,0,"Subject276","num2","neutral",533.2,79.3344537736005,691.868907547201,374.531092452799,0,0
"1357","Subject276","num1","negative",470.166666666667,140.313177851504,750.793022369675,189.540310963658,2,0,"Subject277","num2","negative",560.333333333333,105.619672180495,771.572677694323,349.093988972344,0,0,"Subject276","num1","positive",580.666666666667,84.4978034500234,749.662273566713,411.67105976662,0,2,"Subject277","num2","positive",593,130.329651966919,853.659303933838,332.340696066162,2,0,"Subject276","num1","suicide",479.833333333333,68.6398152854758,617.112963904285,342.553702762382,0,0,"Subject277","num2","suicide",716.8,373.848691912175,1464.49738382435,-30.8973838243503,0,0,"Subject276","num1","neutral",537.833333333333,107.220107793042,752.273548919417,323.39311774725,2,0,"Subject277","num2","neutral",815.6,408.634365226965,1632.86873045393,-1.66873045392958,0,0
"1365","Subject277","num1","negative",633,82.3981464928341,797.796292985668,468.203707014332,0,0,"Subject278","num2","negative",500,81.3007883222431,662.601576644486,337.398423355514,0,0,"Subject277","num1","positive",632.666666666667,210.922361129024,1054.51138892471,210.821944408619,0,0,"Subject278","num2","positive",529.333333333333,78.5173209996985,686.36797533273,372.298691333936,0,0,"Subject277","num1","suicide",550.333333333333,97.5586847476788,745.450702828691,355.215963837976,0,0,"Subject278","num2","suicide",478.333333333333,65.200855171934,608.735043677201,347.931622989465,0,0,"Subject277","num1","neutral",686.333333333333,152.922638393841,992.178610121015,380.488056545652,0,0,"Subject278","num2","neutral",505.5,120.001136358256,745.502272716512,265.497727283488,0,0
"1373","Subject278","num1","negative",421.666666666667,35.6430111301534,492.952688926974,350.38064440636,0,0,"Subject28","num2","negative",651.6,122.714845611007,897.029691222014,406.170308777986,0,0,"Subject278","num1","positive",438.6,52.3687778059493,543.337555611899,333.862444388101,0,0,"Subject28","num2","positive",641.666666666667,105.079479298753,851.825625264172,431.507708069161,0,0,"Subject278","num1","suicide",415.833333333333,53.0982508414754,522.029835016284,309.636831650383,0,0,"Subject28","num2","suicide",896.333333333333,414.458098185468,1725.24952970427,67.4171369623971,0,0,"Subject278","num1","neutral",468.833333333333,98.5428686902151,665.919070713763,271.747595952903,0,0,"Subject28","num2","neutral",829.833333333333,242.714509935713,1315.26235320476,344.404313461907,0,0
"1381","Subject28","num1","negative",830.166666666667,490.262421998915,1810.6915106645,-150.358177331164,2,0,"Subject280","num2","negative",491.333333333333,74.664502133128,640.662337599589,342.004329067077,0,0,"Subject28","num1","positive",682,157.710001092018,997.420002184037,366.579997815963,0,0,"Subject280","num2","positive",615.833333333333,275.014985817578,1165.86330496849,65.803361698178,2,0,"Subject28","num1","suicide",649.333333333333,178.060936113728,1005.45520556079,293.211461105878,0,0,"Subject280","num2","suicide",426,75.6595244259679,577.319048851936,274.680951148064,0,0,"Subject28","num1","neutral",560,72.9408228385424,705.881645677085,414.118354322915,0,0,"Subject280","num2","neutral",503.666666666667,86.8596918058432,677.386050278353,329.94728305498,0,0
"1389","Subject280","num1","negative",470,43.123501291481,556.247002582962,383.752997417038,0,0,"Subject281","num2","negative",603.4,56.2004349528444,715.800869905689,490.999130094311,0,0,"Subject280","num1","positive",527.666666666667,61.7433593533946,651.153385373456,404.179947959877,0,0,"Subject281","num2","positive",676,68.4397545290747,812.879509058149,539.120490941851,0,0,"Subject280","num1","suicide",468.166666666667,92.1331381833657,652.432943033398,283.900390299935,0,0,"Subject281","num2","suicide",766.2,232.836041501788,1231.87208300358,300.527916996425,0,0,"Subject280","num1","neutral",479.666666666667,100.420328739964,680.507324146595,278.826009186739,0,0,"Subject281","num2","neutral",668.833333333333,176.279134707807,1021.39160274895,316.275063917718,0,0
"1397","Subject281","num1","negative",591.166666666667,137.557150657353,866.280967981373,316.052365351961,0,0,"Subject282","num2","negative",416.166666666667,102.78382728579,621.734321238247,210.599012095086,0,0,"Subject281","num1","positive",519.5,62.9971139310077,645.494227862015,393.505772137985,0,0,"Subject282","num2","positive",420.5,116.195368394629,652.890736789259,188.109263210741,0,0,"Subject281","num1","suicide",618.5,117.315038174218,853.130076348436,383.869923651564,0,0,"Subject282","num2","suicide",371.833333333333,61.3052471924984,494.44382771833,249.222838948337,0,0,"Subject281","num1","neutral",546.166666666667,172.49444435498,891.155555376627,201.177777956706,0,0,"Subject282","num2","neutral",360,57.0007974425877,474.001594885175,245.998405114825,0,0
"1405","Subject282","num1","negative",388.333333333333,73.417032125118,535.167397583569,241.499269083097,0,0,"Subject283","num2","negative",467,83.7919501449328,634.583900289866,299.416099710134,0,0,"Subject282","num1","positive",430.833333333333,64.929098860125,560.691531053583,300.975135613083,0,0,"Subject283","num2","positive",515,60.1664358259653,635.332871651931,394.667128348069,0,0,"Subject282","num1","suicide",643.333333333333,525.591845331325,1694.51702399598,-407.850357329317,2,0,"Subject283","num2","suicide",511.6,108.886485234241,729.372970468483,293.827029531517,0,0,"Subject282","num1","neutral",485.166666666667,75.605234707337,636.377136081341,333.956197251993,0,0,"Subject283","num2","neutral",497.333333333333,112.50966288468,722.352659102692,272.314007563974,0,0
