"","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"1413","Subject283","num1","negative",534.333333333333,88.5615690644171,711.456471462168,357.210195204499,0,0,"Subject284","num2","negative",521.333333333333,207.139664428883,935.612662191099,107.054004475568,0,0,"Subject283","num1","positive",439.5,39.380428918667,518.260857837334,360.739142162666,0,0,"Subject284","num2","positive",475.666666666667,140.135545150018,755.937756966703,195.395576366631,0,0,"Subject283","num1","suicide",531,71.6075161113438,674.215032222688,387.784967777312,0,0,"Subject284","num2","suicide",551.25,390.416750576144,1332.08350115229,-229.583501152287,0,0,"Subject283","num1","neutral",465.8,71.2036203823623,608.207240764725,323.392759235275,0,0,"Subject284","num2","neutral",526.666666666667,247.213807597122,1021.09428186091,32.2390514724234,2,0
"1421","Subject284","num1","negative",408,181.881974454807,771.763948909613,44.2360510903866,0,2,"Subject285","num2","negative",751.166666666667,230.657886503065,1212.4824396728,289.850893660538,0,0,"Subject284","num1","positive",508.111111111111,247.918603551505,1003.94831821412,12.2739040081019,2,0,"Subject285","num2","positive",767.666666666667,276.098577038029,1319.86382074272,215.469512590609,2,0,"Subject284","num1","suicide",357.857142857143,144.551751256112,646.960645369366,68.7536403449194,1,1,"Subject285","num2","suicide",887,259.049544810769,1405.09908962154,368.900910378462,0,0,"Subject284","num1","neutral",359.333333333333,285.020009467934,929.373352269202,-210.706685602536,2,0,"Subject285","num2","neutral",648.5,220.861742026339,1090.22348405268,206.776515947322,0,0
"1429","Subject285","num1","negative",833.666666666667,228.180683324475,1290.02803331562,377.305300017717,0,0,"Subject286","num2","negative",464.666666666667,84.0295763226835,632.725819312034,296.6075140213,0,0,"Subject285","num1","positive",817.5,324.054288381101,1465.6085767622,169.391423237798,0,0,"Subject286","num2","positive",493,32.9738188154288,558.947637630858,427.052362369142,0,0,"Subject285","num1","suicide",622.333333333333,65.9274164701169,754.188166273567,490.4785003931,0,0,"Subject286","num2","suicide",492.5,66.1781342631043,624.856268526209,360.143731473791,0,0,"Subject285","num1","neutral",927.333333333333,335.587770210941,1598.50887375522,256.157792911451,0,0,"Subject286","num2","neutral",499.833333333333,93.3778573454341,686.589048024201,313.077618642465,0,0
"1437","Subject286","num1","negative",495.5,82.0925198674143,659.685039734829,331.314960265171,0,0,"Subject287","num2","negative",436.4,60.8261639610967,558.052327922193,314.747672077807,0,0,"Subject286","num1","positive",478.833333333333,43.2767696100204,565.386872553374,392.279794113292,0,0,"Subject287","num2","positive",457,64.613536437105,586.22707287421,327.77292712579,0,0,"Subject286","num1","suicide",430.833333333333,66.3062225700963,563.445778473526,298.220888193141,0,0,"Subject287","num2","suicide",445.833333333333,95.0911843092373,636.015701951808,255.650964714859,0,0,"Subject286","num1","neutral",412.666666666667,68.8995755803438,550.465817827354,274.867515505979,0,0,"Subject287","num2","neutral",454.6,92.7280372319445,640.056074463889,269.143925536111,0,0
"1445","Subject287","num1","negative",424,38.2099463490856,500.419892698171,347.580107301829,0,0,"Subject289","num2","negative",536.666666666667,108.458063393883,753.582793454432,319.750539878901,0,0,"Subject287","num1","positive",409.4,61.8981241862609,533.196248372522,285.603751627478,0,0,"Subject289","num2","positive",585,182.984351044762,950.968702089524,219.031297910476,0,0,"Subject287","num1","suicide",405.166666666667,83.7689824710938,572.704631608854,237.628701724479,0,0,"Subject289","num2","suicide",500.2,50.3428247121673,600.885649424335,399.514350575665,0,0,"Subject287","num1","neutral",349.8,53.0215888944201,455.84317778884,243.75682221116,0,0,"Subject289","num2","neutral",452.5,52.205015433037,556.910030866074,348.089969133926,0,0
"1453","Subject289","num1","negative",426.5,48.5826381259059,523.665276251812,329.334723748188,0,0,"Subject29","num2","negative",996.4,212.879308529505,1422.15861705901,570.641382940991,0,0,"Subject289","num1","positive",404,38.5746030439718,481.149206087944,326.850793912056,0,0,"Subject29","num2","positive",983.333333333333,230.098529620103,1443.53039257354,523.136274093128,0,0,"Subject289","num1","suicide",519.166666666667,116.39652707513,751.959720816927,286.373612516406,0,0,"Subject29","num2","suicide",971.5,192.459440827506,1356.41888165501,586.581118344988,0,0,"Subject289","num1","neutral",434.666666666667,35.957887826869,506.582442320405,362.750891012929,0,0,"Subject29","num2","neutral",867,214.21229911214,1295.42459822428,438.575401775719,0,0
"1461","Subject29","num1","negative",776.833333333333,176.197633527258,1129.22860038785,424.438066278817,0,0,"Subject290","num2","negative",661,356.310725818538,1373.62145163708,-51.6214516370759,0,0,"Subject29","num1","positive",816.666666666667,124.381621949498,1065.42991056566,567.90342276767,0,0,"Subject290","num2","positive",643.8,181.571412336242,1006.94282467248,280.657175327515,0,0,"Subject29","num1","suicide",684.333333333333,247.073538310628,1178.48040995459,190.186256712077,0,0,"Subject290","num2","suicide",705.833333333333,172.514470187989,1050.86227370931,360.804392957356,0,0,"Subject29","num1","neutral",727.666666666667,112.966071602642,953.598809871952,501.734523461382,0,0,"Subject290","num2","neutral",771.833333333333,337.904460228663,1447.64225379066,96.024412876007,0,0
"1469","Subject290","num1","negative",649.5,163.122653239824,975.745306479649,323.254693520351,0,0,"Subject291","num2","negative",412.333333333333,75.5962160348511,563.525765403036,261.140901263631,0,0,"Subject290","num1","positive",588.6,93.158407505114,774.916815010228,402.283184989772,0,0,"Subject291","num2","positive",407.666666666667,40.1798984869828,488.026463640632,327.306869692701,0,0,"Subject290","num1","suicide",507.6,104.13794270635,715.875885412701,299.324114587299,0,0,"Subject291","num2","suicide",382,49.5625306501236,481.125061300247,282.874938699753,0,0,"Subject290","num1","neutral",569.333333333333,100.480059833991,770.293453001315,368.373213665351,0,0,"Subject291","num2","neutral",380.166666666667,33.5500530641318,447.26677279493,313.066560538403,0,0
"1477","Subject291","num1","negative",418.333333333333,72.8352229142583,564.00377916185,272.662887504817,0,0,"Subject292","num2","negative",510.333333333333,76.530841475641,663.395016284615,357.271650382051,0,0,"Subject291","num1","positive",348.6,13.9459273226591,376.491854645318,320.708145354682,0,0,"Subject292","num2","positive",463.666666666667,35.1809176926494,534.028502051965,393.304831281368,0,0,"Subject291","num1","suicide",358.833333333333,35.8705585361724,430.574450405678,287.092216260989,0,0,"Subject292","num2","suicide",450.833333333333,30.2259170349894,511.285167403312,390.381499263355,0,0,"Subject291","num1","neutral",334,29.8663690461362,393.732738092272,274.267261907728,0,0,"Subject292","num2","neutral",444.666666666667,39.5734836230096,523.813633912686,365.519699420648,0,0
"1485","Subject292","num1","negative",477.166666666667,33.6744665432089,544.515599753085,409.817733580249,0,0,"Subject293","num2","negative",449.2,70.7370718459093,590.674143691819,307.725856308181,0,0,"Subject292","num1","positive",476.833333333333,88.3122902322242,653.457913797782,300.208752868885,2,0,"Subject293","num2","positive",442.166666666667,63.7307308965311,569.628128459729,314.705204873605,2,0,"Subject292","num1","suicide",441.833333333333,55.6561412658663,553.145615865066,330.521050801601,0,0,"Subject293","num2","suicide",393.666666666667,51.8447566093119,497.35617988529,289.977153448043,0,0,"Subject292","num1","neutral",463,77.4831359951078,617.966271990216,308.033728009784,0,0,"Subject293","num2","neutral",426.666666666667,96.1696732894838,619.006013245634,234.327320087699,0,0
"1493","Subject293","num1","negative",373.833333333333,44.7352481187086,463.303829570751,284.362837095916,0,0,"Subject294","num2","negative",524.166666666667,103.55221198053,731.271090627726,317.062242705607,0,0,"Subject293","num1","positive",436.5,49.1999630450711,534.899926090142,338.100073909858,0,0,"Subject294","num2","positive",562.666666666667,136.523946173512,835.71455901369,289.618774319644,0,0,"Subject293","num1","suicide",376,21.1057941204435,418.211588240887,333.788411759113,0,0,"Subject294","num2","suicide",612.5,134.621016865192,881.742033730383,343.257966269617,0,0,"Subject293","num1","neutral",437.833333333333,57.6964365266936,553.226206386721,322.440460279946,0,0,"Subject294","num2","neutral",748.166666666667,284.672964943454,1317.51259655357,178.820736779759,0,0
"1501","Subject294","num1","negative",585.833333333333,74.5981151764493,735.029563686232,436.637102980435,0,0,"Subject295","num2","negative",432,66.1870627292621,564.374125458524,299.625874541476,0,0,"Subject294","num1","positive",581.2,142.011580122499,865.223160244998,297.176839755003,0,0,"Subject295","num2","positive",456.833333333333,47.72808080124,552.289494935813,361.377171730853,0,0,"Subject294","num1","suicide",595.833333333333,129.205145783632,854.243624900598,337.423041766069,0,0,"Subject295","num2","suicide",443,60.5460005435386,564.092001087077,321.907998912923,0,0,"Subject294","num1","neutral",774.666666666667,204.958236691963,1184.58314005059,364.75019328274,0,0,"Subject295","num2","neutral",441.2,46.3676132182319,533.935226436464,348.464773563536,0,0
"1509","Subject295","num1","negative",438.5,43.4375204381901,525.37504087638,351.62495912362,0,0,"Subject296","num2","negative",467,38.2242188813703,543.448437762741,390.551562237259,0,0,"Subject295","num1","positive",423.166666666667,32.2118931546418,487.59045297595,358.742880357383,0,0,"Subject296","num2","positive",696.833333333333,188.784067766388,1074.40146886611,319.265197800557,0,0,"Subject295","num1","suicide",442.833333333333,56.2216932142637,555.276719761861,330.389946904806,0,0,"Subject296","num2","suicide",554,104.275276711852,762.550553423704,345.449446576296,0,0,"Subject295","num1","neutral",479.333333333333,72.8127527957635,624.95883892486,333.707827741806,0,0,"Subject296","num2","neutral",513.833333333333,105.484883305906,724.803099945145,302.863566721521,0,0
"1517","Subject296","num1","negative",448,59.4398091273089,566.879618254618,329.120381745382,0,0,"Subject297","num2","negative",556.2,107.162182384148,770.524364768295,341.875635231705,0,0,"Subject296","num1","positive",535.166666666667,89.0483355296777,713.263337726022,357.069995607311,0,0,"Subject297","num2","positive",503,57.1346097944463,617.269219588893,388.730780411107,0,0,"Subject296","num1","suicide",628.666666666667,216.259664348769,1061.18599536421,196.147337969128,0,0,"Subject297","num2","suicide",661.166666666667,412.830767293624,1486.82820125391,-164.494867920582,2,0,"Subject296","num1","neutral",615,130.868428028098,876.736856056196,353.263143943804,0,0,"Subject297","num2","neutral",487,82.8948463751249,652.78969275025,321.21030724975,0,0
"1525","Subject297","num1","negative",475.666666666667,73.8294512968089,623.325569260285,328.007764073049,0,0,"Subject299","num2","negative",489,118.551868203523,726.103736407046,251.896263592954,0,0,"Subject297","num1","positive",502,80.3922203382211,662.784440676442,341.215559323558,0,0,"Subject299","num2","positive",596.166666666667,173.848854590487,943.86437584764,248.468957485693,2,0,"Subject297","num1","suicide",414.666666666667,84.6805047150044,584.027676096675,245.305657236658,0,0,"Subject299","num2","suicide",470,151.63832569038,773.27665138076,166.72334861924,2,0,"Subject297","num1","neutral",474.833333333333,35.6060090263972,546.045351386128,403.621315280539,0,0,"Subject299","num2","neutral",510.5,195.359575235932,901.219150471863,119.780849528137,0,0
"1533","Subject299","num1","negative",433.5,98.0347804700872,629.569560940174,237.430439059826,0,0,"Subject3","num2","negative",392.5,48.1541086701663,488.808217340333,296.191782659667,0,0,"Subject299","num1","positive",469.666666666667,124.711545964957,719.089758596582,220.243574736752,0,0,"Subject3","num2","positive",401.666666666667,93.7184694452034,589.103605557073,214.22972777626,0,0,"Subject299","num1","suicide",437,94.8932414491531,626.786482898306,247.213517101694,0,0,"Subject3","num2","suicide",391.833333333333,47.7775781062306,487.388489545795,296.278177120872,0,0,"Subject299","num1","neutral",448.833333333333,101.215192295995,651.263717925322,246.402948741344,0,0,"Subject3","num2","neutral",485.833333333333,112.632010090248,711.097353513829,260.569313152838,0,0
"1541","Subject3","num1","negative",458,194.108789657301,846.217579314601,69.7824206853986,0,0,"Subject30","num2","negative",520.333333333333,78.1249969696969,676.583327272727,364.08333939394,0,0,"Subject3","num1","positive",411.333333333333,65.4152238790904,542.163781091514,280.502885575153,2,0,"Subject30","num2","positive",560.333333333333,212.05459560017,984.442524533673,136.224142132994,2,0,"Subject3","num1","suicide",464.666666666667,182.289147601642,829.244961869951,100.088371463382,2,0,"Subject30","num2","suicide",460.6,96.4724485712544,653.544897142509,267.655102857491,0,0,"Subject3","num1","neutral",528.6,123.359636834744,775.319273669489,281.880726330511,0,0,"Subject30","num2","neutral",476,115.146283772715,706.292567545431,245.707432454569,0,0
"1549","Subject30","num1","negative",495,192.578673415686,880.157346831372,109.842653168628,0,0,"Subject300","num2","negative",465,55.9707715931027,576.941543186205,353.058456813795,0,0,"Subject30","num1","positive",503.4,90.8052861897368,685.010572379474,321.789427620526,0,0,"Subject300","num2","positive",435.5,27.4673359730161,490.434671946032,380.565328053968,0,0,"Subject30","num1","suicide",501.666666666667,124.574427065862,750.815520798392,252.517812534942,0,0,"Subject300","num2","suicide",428.166666666667,30.8981709765638,489.963008619794,366.370324713539,0,0,"Subject30","num1","neutral",357.166666666667,31.3711892530633,419.909045172793,294.42428816054,0,0,"Subject300","num2","neutral",443.166666666667,72.6821640410973,588.530994748861,297.802338584472,0,0
"1557","Subject300","num1","negative",498.5,41.6162118760116,581.732423752023,415.267576247977,0,0,"Subject301","num2","negative",400.333333333333,32.5781112609883,465.48955585531,335.177110811357,0,0,"Subject300","num1","positive",532.5,69.4700720389069,671.440144077814,393.559855922186,0,0,"Subject301","num2","positive",450.833333333333,49.0506849796177,548.934703292569,352.731963374098,0,0,"Subject300","num1","suicide",464.833333333333,17.2617987756113,499.356930884556,430.309735782111,0,0,"Subject301","num2","suicide",415.333333333333,57.2734006694419,529.880134672217,300.78653199445,0,0,"Subject300","num1","neutral",516,84.702688591009,685.405377182018,346.594622817982,0,0,"Subject301","num2","neutral",407.5,24.2018030883501,455.9036061767,359.0963938233,0,0
"1565","Subject301","num1","negative",425,73.8978273624393,572.795654724879,277.204345275121,0,0,"Subject302","num2","negative",500.833333333333,145.231372351677,791.296078036688,210.370588629979,0,0,"Subject301","num1","positive",428.666666666667,38.1655087822246,504.997684231116,352.335649102218,0,0,"Subject302","num2","positive",511.6,96.6611492678303,704.922298535661,318.277701464339,0,0,"Subject301","num1","suicide",466.166666666667,50.1213678499651,566.409402366597,365.923930966737,0,0,"Subject302","num2","suicide",481.4,96.4586267094171,674.317253418834,288.482746581166,0,0,"Subject301","num1","neutral",397.166666666667,91.4815762210009,580.129819108668,214.203514224665,0,0,"Subject302","num2","neutral",461.333333333333,71.981479099372,605.296291532077,317.370375134589,0,0
